,0,1
222,bf_type,-0.000192143470203447
224,bf_type,0.0008385910018993525
226,bf_type,-0.00038834420769202416
228,bf_type,-0.0007386324705112165
230,bf_type,0.0004096555365054636
232,bf_type,-0.0003216828912013912
234,bf_type,-0.000140088133103703
236,bf_type,-0.0001828373499018096
238,bf_type,0.0003956678624434382
240,bf_type,0.0005860109508296564
242,bf_type,-0.00019930151299023466
244,bf_type,-0.0001136894963742449
246,bf_type,0.00011570717337737547
248,bf_type,0.00047467402953168104
250,bf_type,-0.0001227954760107529
252,bf_type,0.00038160110552152345
254,bf_type,0.00010050274175945388
256,bf_type,0.00035494045550405514
258,bf_type,0.0003932089456426601
260,bf_type,0.0004090579704371566
262,bf_type,-4.0432115294438136e-05
264,bf_type,0.00029721286981510247
266,bf_type,-9.45946100778086e-05
268,bf_type,3.0160645833441416e-05
270,bf_type,0.0001533519340900816
272,bf_type,4.183720916358944e-06
274,bf_type,0.00022680986525745929
276,bf_type,-0.0002747563317919605
278,bf_type,-0.0006197611839289818
280,bf_type,-4.3266207148440615e-05
282,bf_type,0.0006174849499770753
284,bf_type,-0.0006319426163731859
286,bf_type,8.808580449784635e-05
288,bf_type,-0.00014682514854734454
290,bf_type,-0.0001350266738094644
292,bf_type,-0.0006666853420865846
294,bf_type,-0.00026987265134048306
296,bf_type,0.0002799374355006222
298,bf_type,5.238971423199441e-05
300,bf_type,-6.353800341301897e-05
302,bf_type,0.0007082758453684308
304,bf_type,0.0003549993946158623
306,bf_type,-0.00010845364791994354
308,bf_type,0.00040743513956258414
310,bf_type,-0.0005550168114659297
312,bf_type,8.777696634411631e-06
314,bf_type,-0.0001488485509044084
316,bf_type,0.0002606871799580754
318,bf_type,-4.2193384622389955e-05
320,bf_type,-0.0001298253387520567
322,bf_type,-0.0005649890039352737
324,bf_type,0.00030603539620225765
326,bf_type,-0.0006804869819981771
328,bf_type,-0.0009268012320606635
330,bf_type,0.0006594767430004969
332,bf_type,0.00027050567399044265
334,bf_type,0.0002908258388248664
336,bf_type,0.0002329574528808039
338,bf_type,0.00042695826305212225
340,bf_type,-0.0003141219831511997
342,bf_type,0.00024048833539540312
344,bf_type,5.890677697588272e-05
346,bf_type,-0.00013609949199366219
348,bf_type,0.00013599016138496437
350,bf_type,-5.6595443209394874e-05
352,bf_type,-0.0002880680888078291
354,bf_type,0.00043708746064471867
356,bf_type,0.0002795640609807403
358,bf_type,0.0001671339830981785
360,bf_type,-0.0003277430891960396
362,bf_type,0.00045432371888460996
364,bf_type,3.92381465438176e-05
366,bf_type,-0.000139744178867729
368,bf_type,-8.499861990449806e-05
370,bf_type,-5.229546823507916e-05
372,bf_type,-0.000182004224532494
374,bf_type,0.0004580811134257326
376,bf_type,-1.597608673962563e-05
378,bf_type,-0.0004896322975168149
380,bf_type,7.93201629412075e-05
382,bf_type,-0.00010974362483054372
384,bf_type,0.0007253515729862403
386,bf_type,0.00037146863079385347
388,bf_type,-8.347460803269331e-05
390,bf_type,-0.00017252583390958448
392,bf_type,0.0003082616190721835
394,bf_type,-0.0005730899526307035
396,bf_type,1.081108455364405e-05
398,bf_type,0.00024325970142019882
400,bf_type,-0.00018812113797741375
402,bf_type,-2.126443012626063e-05
404,bf_type,0.0004184389188958528
406,bf_type,3.325108170093653e-05
408,bf_type,-0.0002695127901791368
410,bf_type,0.0004280293480390111
412,bf_type,0.00015695113250153555
414,bf_type,-0.0003332170573239292
416,bf_type,-0.00010005790515803626
418,bf_type,-6.703104881882319e-05
420,bf_type,0.0006825818327828229
422,bf_type,-0.00014672983015267957
424,bf_type,0.00020418083787498572
426,bf_type,0.0001586045563049804
428,bf_type,0.00010216116283981798
430,bf_type,-0.0005273671360981371
432,bf_type,-0.00016346040250906152
434,bf_type,-0.0007232111204367207
436,bf_type,0.00022754275435640477
438,bf_type,1.027489790654076e-05
440,bf_type,-0.00037565550647629327
442,bf_type,2.480160715150462e-05
444,bf_type,0.00025562664853554196
446,bf_type,-2.1355471419890186e-05
448,bf_type,0.00022727826933504065
450,bf_type,-0.0001789597064337274
452,bf_type,0.0002509763494106743
454,bf_type,-0.0007245944334123052
456,bf_type,-0.00016552701736481567
458,bf_type,-3.894869630727349e-05
460,bf_type,0.00032414839676141426
462,bf_type,0.00025096564556957715
464,bf_type,0.0002535376795119887
466,bf_type,-0.0003581750257253119
468,bf_type,-0.0005534852697999392
470,bf_type,0.00013622243895276105
472,bf_type,0.00010244937854791942
474,bf_type,-5.9986147667272e-05
476,bf_type,-1.3716806254845079e-05
478,bf_type,0.00018861767382163128
480,bf_type,0.00012359130168580857
482,bf_type,-0.0005475641553056589
484,bf_type,-0.0005578132080689078
486,bf_type,-0.0001401792454149893
488,bf_type,-0.0007667817478177297
490,bf_type,-1.6496188264520295e-05
492,bf_type,-0.0003604865881440367
494,bf_type,-0.0007144799694882469
496,bf_type,0.00018846996138008424
498,bf_type,-0.0006605270414318322
500,bf_type,6.173360145900183e-05
502,bf_type,-0.0003265924627120816
504,bf_type,0.00022534008162253185
506,bf_type,-0.0002467809012698367
508,bf_type,-0.0010531204461894331
510,bf_type,-0.00031211776064609233
512,bf_type,4.566854126085444e-05
514,bf_type,-5.509468399930208e-05
516,bf_type,0.00026309438732158026
518,bf_type,-0.000584939136500852
520,bf_type,8.220908571610816e-06
522,bf_type,-0.00040995221203856064
524,bf_type,3.379593757762793e-05
526,bf_type,-0.0001850049715484845
528,bf_type,0.0001367697215915936
530,bf_type,-0.00027374525381813767
532,bf_type,8.22836351257071e-05
534,bf_type,0.00041370004871980594
536,bf_type,0.00012336440177037117
538,bf_type,-0.0004205200887103015
540,bf_type,-7.278917105236458e-05
542,bf_type,-0.00012001512902529039
544,bf_type,-0.0002815782007688447
546,bf_type,-0.0007127881155697943
548,bf_type,0.00015425832851683364
550,bf_type,0.0002993221823952862
552,bf_type,-0.00011790688217570696
554,bf_type,0.0002839055438675613
556,bf_type,-0.0005837718827944253
558,bf_type,-0.00013820190953271622
560,bf_type,0.00021612374550605566
562,bf_type,-0.000571334168516062
564,bf_type,-0.0008505482011678728
566,bf_type,-0.0005780223301071287
568,bf_type,0.0004258380961793709
570,bf_type,-0.00030694314917393493
572,bf_type,-0.0004908975724528302
574,bf_type,-0.00033556175326052823
576,bf_type,-0.0005485567502976169
578,bf_type,-0.0003269178733959709
580,bf_type,-5.704560986909914e-05
582,bf_type,-3.141387847658581e-05
584,bf_type,-0.0005099992876888425
586,bf_type,1.46841402145337e-05
588,bf_type,0.0004542829757493178
590,bf_type,0.00015390586237741074
592,bf_type,0.0001772071545809563
594,bf_type,0.00011138269816734348
596,bf_type,0.00017936178568860508
598,bf_type,-0.0009312186387477573
600,bf_type,0.0001676948200885252
602,bf_type,-0.0003517717882208956
604,bf_type,0.0002574636593192843
606,bf_type,0.00034161371384347185
608,bf_type,-0.00020161736765674044
610,bf_type,-0.0004803025132103488
612,bf_type,1.1251749854029556e-05
614,bf_type,0.00014775340109137607
616,bf_type,-9.90063646812663e-05
618,bf_type,-0.00020909618046695025
620,bf_type,8.856735163502522e-05
622,bf_type,0.00024492962484490104
624,bf_type,0.0005806539179995304
626,bf_type,-0.00021208099016962806
628,bf_type,-0.00026271644660995716
630,bf_type,-0.0001736271013636458
632,bf_type,8.696533594983634e-06
634,bf_type,0.0006493792455655257
636,bf_type,6.731818744827996e-05
638,bf_type,-0.000540702899594096
640,bf_type,0.0006550308968474909
642,bf_type,-0.00017440038635761827
644,bf_type,-0.00010463024703382043
646,bf_type,-0.0003012318498681153
648,bf_type,0.00014145831614796942
650,bf_type,0.00015245549507262674
652,bf_type,-7.721561485329055e-05
654,bf_type,-0.00030806786484671776
656,bf_type,-0.00031694344115466757
658,bf_type,0.0001682450175670272
660,bf_type,5.297133593351261e-05
662,bf_type,1.9786900164534732e-05
664,bf_type,0.00040904363239589086
666,bf_type,0.00025157047446159133
668,bf_type,5.479857642633922e-05
670,bf_type,0.000308405957448911
672,bf_type,-6.832239583678265e-05
674,bf_type,-5.8974602418196634e-05
676,bf_type,1.9612066568789416e-05
678,bf_type,0.0001032518529906767
680,bf_type,-4.291192909482264e-05
682,bf_type,0.0005422236855683058
684,bf_type,0.0003838888709037437
686,bf_type,6.712832308468761e-05
688,bf_type,6.324043043507124e-05
690,bf_type,-0.00119652913980675
692,bf_type,-0.00026199067242872954
694,bf_type,-0.00012930928053536626
696,bf_type,8.502705532669894e-05
698,bf_type,0.0003340854895448282
700,bf_type,0.00026073302779061874
702,bf_type,2.5895336352563696e-05
704,bf_type,0.00013591081819476383
706,bf_type,-0.00020169866405799752
708,bf_type,-0.00012575715012844247
710,bf_type,-0.0001714111527367244
712,bf_type,9.240288046149618e-05
714,bf_type,0.0003143717639137914
716,bf_type,5.899203737066517e-05
718,bf_type,-8.66831277491821e-06
720,bf_type,6.849230833386214e-05
722,bf_type,4.514604218021101e-05
724,bf_type,-7.617794616230475e-05
726,bf_type,-3.722751444111295e-05
728,bf_type,-0.00020092373274513333
730,bf_type,0.0007441631075804753
732,bf_type,0.0002276534862258364
734,bf_type,-0.00010590012565960142
736,bf_type,-0.0003377149093102792
738,bf_type,-0.0002580231335809704
740,bf_type,-0.0010520276956277992
742,bf_type,0.00016165637171722754
744,bf_type,-0.0004807040098726668
746,bf_type,-0.00032894310420850006
748,bf_type,-3.063000196433067e-05
750,bf_type,-7.012788522436239e-05
752,bf_type,-0.00010313225543843435
754,bf_type,-0.0005228993568963442
756,bf_type,-0.0006088929668082675
758,bf_type,-0.0005423994459365469
760,bf_type,-0.00022386092417467807
762,bf_type,0.0001202124374758582
764,bf_type,-8.732692797844536e-05
766,bf_type,0.0003409646849705055
768,bf_type,0.00026382465786261525
770,bf_type,0.000505221572176194
772,bf_type,-0.0002162918895876225
774,bf_type,0.00037635796444563264
776,bf_type,-0.0002348672452284881
778,bf_type,0.0005145827565729299
780,bf_type,0.00016923621009528873
782,bf_type,-0.00031896369277816726
784,bf_type,-0.00026255580198893873
786,bf_type,0.0005482457203254663
788,bf_type,0.00015351095496018364
790,bf_type,0.00023578821742616611
792,bf_type,7.370157532004962e-05
794,bf_type,0.00022241446853506333
796,bf_type,-0.0007661491908157748
798,bf_type,-0.0005779973453679957
800,bf_type,-0.00016559123338291727
802,bf_type,0.00042202989599507
804,bf_type,4.657465892071328e-05
806,bf_type,0.0003840283493394596
808,bf_type,-0.00013911647824388937
810,bf_type,-0.00017795888440409088
812,bf_type,-0.0006208389732531423
814,bf_type,-0.00027735000675232374
816,bf_type,-0.00021312706437944914
818,bf_type,-0.0006108472482624457
820,bf_type,-0.0003161771808746732
822,bf_type,0.0008362409893644922
824,bf_type,-0.00026416720717949496
826,bf_type,0.0002826208490125781
828,bf_type,-6.005347502608558e-05
830,bf_type,0.00023822249391397145
832,bf_type,0.00019375924730544736
834,bf_type,0.0003323183383031542
836,bf_type,0.0005646557148524727
838,bf_type,-0.00042364930525435576
840,bf_type,6.374501379822262e-05
842,bf_type,0.00018647252909276588
844,bf_type,-1.8180481556460085e-05
846,bf_type,-8.118107144548128e-06
848,bf_type,0.0003081926366423716
850,bf_type,0.00013152388597179642
852,bf_type,-0.0001519401383061908
854,bf_type,-1.1222841584718374e-05
856,bf_type,-0.0009403741404613683
858,bf_type,-0.00031212680482006153
860,bf_type,-8.86424442628636e-05
862,bf_type,-0.0003969710896518095
864,bf_type,0.00010919477257865663
866,bf_type,0.0003192842808235705
868,bf_type,-0.00019540280597384388
870,bf_type,-0.00023442898542610236
872,bf_type,0.00016050746356469534
874,bf_type,-0.00011226250271198228
876,bf_type,0.0005255371732963251
878,bf_type,-0.0005562096101581975
880,bf_type,-0.00011660460953412048
882,bf_type,-9.371045259596481e-05
884,bf_type,-0.0003376151260037238
886,bf_type,-0.0005611204889789184
888,bf_type,0.000140326401417398
890,bf_type,-0.0002243342466628449
892,bf_type,-0.00016541298942009236
894,bf_type,-9.218008983408754e-05
896,bf_type,0.00020835404504696752
898,bf_type,4.570343085734638e-05
900,bf_type,0.0006145778014107566
902,bf_type,-5.046887787616802e-05
904,bf_type,6.955508760394633e-05
906,bf_type,-0.00028214006463935605
908,bf_type,0.00028163071326723195
910,bf_type,-0.0008753053427664507
912,bf_type,9.105802015356478e-05
914,bf_type,8.16783433771645e-05
916,bf_type,0.00023085667702939708
918,bf_type,0.00022735988146599178
920,bf_type,0.0001350845125544326
922,bf_type,-0.0007134040311582399
924,bf_type,0.000385835306050673
926,bf_type,-0.00017352682335409057
928,bf_type,-7.080998029680682e-05
930,bf_type,-0.0004740827502556639
932,bf_type,0.00047206743846894453
934,bf_type,0.00013473851941319664
936,bf_type,0.0003098579849671967
938,bf_type,0.000485342949013395
940,bf_type,2.555781349537256e-05
942,bf_type,4.366277666206486e-05
944,bf_type,-0.000132028737185949
946,bf_type,-0.00014165222824469485
948,bf_type,0.0005208727941492453
950,bf_type,0.0003424442669517954
952,bf_type,1.94661139869033e-05
954,bf_type,0.00016772914883518653
956,bf_type,-0.0004215239257098044
958,bf_type,0.00021420554081009313
960,bf_type,-8.075820951555386e-05
962,bf_type,-0.0005604362063886235
964,bf_type,0.00017104481559246208
966,bf_type,0.00010429975135310298
968,bf_type,-0.00022222407315453867
970,bf_type,0.00012007198764790389
972,bf_type,-0.00044257246349547363
974,bf_type,0.0002542452868876203
976,bf_type,-0.00014835274178071807
978,bf_type,-0.000503957652241217
980,bf_type,0.0008239475135613052
982,bf_type,0.00015746477098414803
984,bf_type,-0.0005584028351152725
986,bf_type,-8.195127781225473e-05
988,bf_type,0.0001887761351303282
990,bf_type,0.0006397524223686516
992,bf_type,0.0005522655285442121
994,bf_type,0.000271517689303563
996,bf_type,0.00038220606473512075
998,bf_type,0.0003503223258081212
1000,bf_type,-0.00016173886522579382
1002,bf_type,0.00022469361585498445
1004,bf_type,-0.00014686348441171843
1006,bf_type,7.058976799811501e-05
1008,bf_type,-0.00011743974434281956
1010,bf_type,-0.00038444900245420885
1012,bf_type,-0.0002240693450890699
1014,bf_type,-0.0001685741113673451
1016,bf_type,0.0002514740622385465
1018,bf_type,0.00029368882508618005
1020,bf_type,-0.00028493946775175227
1022,bf_type,0.00016828173253203148
1024,bf_type,-0.0002714736859765429
1026,bf_type,6.250360631432104e-05
1028,bf_type,-1.4250556746838592e-05
1030,bf_type,-0.00012195824281544066
1032,bf_type,0.00010102576880085727
1034,bf_type,-0.00019240354773953722
1036,bf_type,0.00015539167077068311
1038,bf_type,-0.0004898230729592888
1040,bf_type,-0.0001370820728368046
1042,bf_type,0.0002256040078129299
1044,bf_type,0.00038324212899722013
1046,bf_type,0.00019803242663294404
1048,bf_type,0.00012163598830607708
1050,bf_type,-0.00047149724139812645
1052,bf_type,-0.0002205617936777359
1054,bf_type,0.0005808530473683509
1056,bf_type,0.00023552692882764973
1058,bf_type,-0.0002762008549553868
1060,bf_type,0.0002748289709987452
1062,bf_type,0.0005682509925987761
1064,bf_type,0.0001999273694686523
1066,bf_type,9.680144212490155e-05
1068,bf_type,0.0006501061626214538
1070,bf_type,0.0006222537633244444
1072,bf_type,0.0004554264217718493
1074,bf_type,-5.136186698988798e-06
1076,bf_type,-2.941770275711004e-05
1078,bf_type,-0.0003932323937914889
1080,bf_type,-1.8024702719290566e-05
1082,bf_type,0.0001475069407401782
1084,bf_type,-0.00019022508289039336
1086,bf_type,-0.0005386559074458567
1088,bf_type,0.0005658615507109993
1090,bf_type,0.0005836683728943539
1092,bf_type,0.00023442844475102804
1094,bf_type,-0.00014469439017451347
1096,bf_type,0.00023655408475316872
1098,bf_type,0.0005051344254754611
1100,bf_type,8.354103474061733e-05
1102,bf_type,-3.509317175369859e-05
1104,bf_type,-0.00012150528149986665
1106,bf_type,-0.0006717229897537087
1108,bf_type,0.00012298504583548072
1110,bf_type,0.00029551890164786394
1112,bf_type,-0.0006696818009850605
1114,bf_type,0.0002256914478907442
1116,bf_type,0.0006505902629701448
1118,bf_type,-2.6608513465477202e-05
1120,bf_type,-0.0007473806592799648
1122,bf_type,-1.4575753934641208e-05
1124,bf_type,-4.2864233950268624e-05
1126,bf_type,4.966215142844405e-05
1128,bf_type,-1.8183214900035718e-06
1130,bf_type,-0.00012940106278476536
1132,bf_type,0.0006898572519600366
1134,bf_type,0.0003634987934064386
1136,bf_type,1.5587920734344434e-05
1138,bf_type,-0.0004538447653552809
1140,bf_type,0.00035936804673910607
1142,bf_type,-0.00030167127405705834
1144,bf_type,6.261495597705791e-05
1146,bf_type,-0.00036432315696686263
1148,bf_type,-0.0003551623602252255
1150,bf_type,-4.0507099357460536e-05
1152,bf_type,0.0004874529582044826
1154,bf_type,0.0004593240849599579
1156,bf_type,0.00034643780028388474
1158,bf_type,0.00038578312903298737
1160,bf_type,-0.0002775502197846373
1162,bf_type,-0.0002313201158806214
1164,bf_type,-0.0002081996660633611
1166,bf_type,0.0004585461326623541
1168,bf_type,0.00012734683615469425
1170,bf_type,-0.00025756181308296945
1172,bf_type,-5.686646619563849e-06
1174,bf_type,-1.862105446031719e-05
1176,bf_type,0.00020960741336401438
1178,bf_type,-2.415821535841552e-05
1180,bf_type,-0.0004399932162026848
1182,bf_type,-0.000412364292199304
1184,bf_type,0.00035205053823141513
1186,bf_type,0.00021367976257521384
1188,bf_type,-6.02886850013737e-05
1190,bf_type,-0.000863745153245764
1192,bf_type,0.00022558734796385876
1194,bf_type,-9.965071724379959e-05
1196,bf_type,-0.0002389613284315806
1198,bf_type,0.0005574786590583448
1200,bf_type,-0.0002943039437112025
1202,bf_type,0.0003799407044745736
1204,bf_type,0.0002419671545112284
1206,bf_type,-0.0003889554653019431
1208,bf_type,-4.7198966140285075e-05
1210,bf_type,0.00037032577396227113
1212,bf_type,8.327068874355455e-05
1214,bf_type,4.809781093292289e-05
1216,bf_type,0.00022862028407299697
1218,bf_type,0.0002598108646256943
1220,bf_type,-0.00040662621768118503
1222,bf_type,-0.001135257768785793
1224,bf_type,-0.0005896583640231356
1226,bf_type,-0.0007396615100240034
1228,bf_type,0.00029744003536868975
1230,bf_type,0.0004739618537551145
1232,bf_type,-0.00010617059417772999
1234,bf_type,1.6364336567112106e-05
1236,bf_type,-2.9237715789226683e-05
1238,bf_type,0.0005628655087838505
1240,bf_type,0.00024262324008321584
1242,bf_type,0.00037063819204017197
1244,bf_type,-0.00013064737949957894
1246,bf_type,-0.0006057102728978503
1248,bf_type,0.00015780312350622693
1250,bf_type,-2.442349845334708e-05
1252,bf_type,0.000862443409962346
1254,bf_type,0.0005664550261482666
1256,bf_type,-1.600258713682589e-05
1258,bf_type,-0.00026490744895155523
1260,bf_type,0.00048307364836066994
1262,bf_type,-0.0004152775233189266
1264,bf_type,-3.917318421174327e-05
1266,bf_type,-7.491355609689043e-05
1268,bf_type,-0.0007603508637151547
1270,bf_type,-7.955534012030363e-05
1272,bf_type,0.0006324667328342657
1274,bf_type,-0.0004149295703660568
1276,bf_type,-0.00014757220303265308
1278,bf_type,-0.00014177056219753217
1280,bf_type,0.00030378825612617445
1282,bf_type,0.0003918906580223614
1284,bf_type,0.00041561441161571923
1286,bf_type,-0.0003641033863185992
1288,bf_type,0.0008426442235710055
1290,bf_type,0.00011699206056714428
1292,bf_type,-0.0006130958121795867
1294,bf_type,-1.71862757661106e-05
1296,bf_type,-0.0005406882081907149
1298,bf_type,-2.5738050779024547e-05
1300,bf_type,-0.00038943768456847186
1302,bf_type,-0.00018445303791987802
1304,bf_type,-0.0002762455109196795
1306,bf_type,-0.0013062594409303948
1308,bf_type,-0.000535125597019354
1310,bf_type,-0.00046608044677240375
1312,bf_type,9.846076494645577e-06
1314,bf_type,0.00020082289260442242
1316,bf_type,-0.00024817155540388287
1318,bf_type,-0.0005756463996115773
1320,bf_type,9.216144620251112e-05
1322,bf_type,-0.0001176746546672823
1324,bf_type,-0.00017578410957470669
1326,bf_type,0.00022081437218672895
1328,bf_type,-0.00030308846089179166
1330,bf_type,-0.00016197354029515526
1332,bf_type,-5.94634051857835e-05
1334,bf_type,-0.000573238636088423
1336,bf_type,0.00017941665937565865
1338,bf_type,-1.931544396019138e-05
1340,bf_type,0.00020160963306715518
1342,bf_type,-3.5368918937677814e-05
1344,bf_type,4.662438315669618e-05
1346,bf_type,0.0005893505850444296
1348,bf_type,-0.0001677470072147845
1350,bf_type,0.0009756986982451146
1352,bf_type,-0.0006648109773644214
1354,bf_type,0.0007865988043520493
1356,bf_type,0.0004486348060211236
1358,bf_type,0.00033118594720707526
1360,bf_type,-0.0005230466010512984
1362,bf_type,-0.00015274904337486247
1364,bf_type,0.00032673650310058517
1366,bf_type,0.00027610147870446003
1368,bf_type,0.00030582345179073947
1370,bf_type,-0.0004894290008312416
1372,bf_type,-0.0007186234639026288
1374,bf_type,0.0007081684360700338
1376,bf_type,3.2841210801807074e-05
1378,bf_type,0.0001827450814244538
1380,bf_type,0.00019895435223910439
1382,bf_type,0.00034491092979141197
1384,bf_type,0.00018543413526064123
1386,bf_type,7.389845048849513e-05
1388,bf_type,-0.0006757213020490125
1390,bf_type,-8.992020666860673e-05
1392,bf_type,9.750827494203636e-05
1394,bf_type,0.0013992319638843178
1396,bf_type,-7.181724867933311e-07
1398,bf_type,0.00022045495190926195
1400,bf_type,-7.11496406362571e-05
1402,bf_type,0.0003294117492486903
1404,bf_type,-0.0004951806205253376
1406,bf_type,-0.0007245510352990092
1408,bf_type,-0.00030435963815706016
1410,bf_type,0.00026125650706591423
1412,bf_type,-0.00016619406953668627
1414,bf_type,0.000419762283574586
1416,bf_type,0.000537384778657769
1418,bf_type,-0.000295085789982057
1420,bf_type,0.00034646465786164563
1422,bf_type,-0.0005342835534924463
1424,bf_type,0.00012020032154702397
1426,bf_type,-0.0004239501305040514
1428,bf_type,-0.00044750086205969667
1430,bf_type,0.00017151060098767872
1432,bf_type,-0.00043444644686932687
1434,bf_type,0.00011198772582683967
1436,bf_type,0.00022593143250242658
1438,bf_type,0.000259036749961465
1440,bf_type,-0.00015185148792893927
1442,bf_type,-0.0004965027938274926
1444,bf_type,-0.0002377280681306885
1446,bf_type,-0.00026908067792506373
1448,bf_type,0.0004805375457896099
1450,bf_type,0.0002987194795859475
1452,bf_type,0.00016508159687949117
1454,bf_type,-8.699502740810235e-05
1456,bf_type,0.00024921211498696896
1458,bf_type,0.0002564207096881552
1460,bf_type,0.00018223256920519958
1462,bf_type,-1.9728403196437997e-05
1464,bf_type,3.0494769811122653e-05
1466,bf_type,0.00018480720758928614
1468,bf_type,-1.0689269586826699e-05
1470,bf_type,-0.00032001157092511565
1472,bf_type,0.00025410425401820524
1474,bf_type,0.00037097382752835354
1476,bf_type,0.00023135853360566283
1478,bf_type,0.00011375066214597675
1480,bf_type,-0.0002340086393806249
1482,bf_type,-0.0001974810443962977
1484,bf_type,-0.00028540642825134653
1486,bf_type,-0.0006908171588811024
1488,bf_type,-0.00033221860978554184
1490,bf_type,-0.00033834403531332466
1492,bf_type,9.218385216372665e-05
1494,bf_type,0.0005530778684127419
1496,bf_type,-0.00017333331282182434
1498,bf_type,0.00039409430455008345
1500,bf_type,4.767652596577875e-05
1502,bf_type,0.0002558625577148077
1504,bf_type,0.000938363970270323
1506,bf_type,0.00040882407047799406
1508,bf_type,0.0004611385476174863
1510,bf_type,-9.248634533730869e-06
1512,bf_type,0.00012994488324771078
1514,bf_type,-0.0002884078933995217
1516,bf_type,-5.740478776189336e-05
1518,bf_type,0.00035000931868301284
1520,bf_type,-0.0005848037281285317
1522,bf_type,-0.0007354684832001896
1524,bf_type,-0.0002558396729327269
1526,bf_type,-0.0007844220377933345
1528,bf_type,7.661112975222202e-05
1530,bf_type,-0.0007634062584124238
1532,bf_type,0.000497650320204827
1534,bf_type,-1.5685623898304313e-06
1536,bf_type,0.00043878678151900764
1538,bf_type,0.0003666706030076124
1540,bf_type,0.0006706420794341954
1542,bf_type,-0.0006264378133147569
1544,bf_type,0.0004894858121489961
