,0,1,2,3
547,7,s210,wf_type,0.0012509650635668858
549,7,s212,wf_type,0.0009902636792426247
551,7,s217,wf_type,0.0005637344339739452
553,7,s219,wf_type,-0.0022573349210519905
555,7,s224,wf_type,0.0010194679072021348
557,7,s240,wf_type,-0.0011696669905674906
559,7,s254,wf_type,-0.0028818071046284315
561,7,s261,wf_type,0.0017332302875449688
563,7,s262,wf_type,0.0005409586538379379
565,7,s263,wf_type,-0.003216510971514051
567,7,s267,wf_type,-0.0007970809991820732
569,7,s276,wf_type,-0.0025353984310640953
571,7,s278,wf_type,0.00012492923042139946
573,7,s279,wf_type,0.003995382407016156
575,7,s282,wf_type,-0.0021196634985972207
577,7,s283,wf_type,0.002582215302509766
579,7,s286,wf_type,0.001327962009236217
581,7,s302,wf_type,-0.0018085622548815268
583,7,s304,wf_type,0.000526583163579688
585,7,s305,wf_type,-0.004067961320271146
587,7,s306,wf_type,-0.002334267187203903
589,7,s309,wf_type,-0.0008290831528543277
591,7,s311,wf_type,0.00012558800002807514
593,8,s009,wf_type,-0.0008555787024778052
595,8,s020,wf_type,0.0003343630841189631
597,8,s175,wf_type,-0.002958208937419234
599,8,s176,wf_type,0.0013856817290965957
601,8,s178,wf_type,-0.003974479886338762
603,8,s180,wf_type,0.0006783838800129166
605,8,s181,wf_type,-0.0010169468784950815
607,8,s182,wf_type,0.002851069627138985
609,8,s183,wf_type,0.0015757177103964749
611,8,s189,wf_type,-0.0033216000126042194
613,8,s190,wf_type,-0.0003719198931422478
615,8,s198,wf_type,-0.002115656657056038
617,8,s207,wf_type,-0.00011443571432265548
619,8,s209,wf_type,-0.0006716720595517558
621,8,s210,wf_type,0.0024588638322408474
623,8,s212,wf_type,-0.0007042594339758201
625,8,s217,wf_type,-0.0007207273595685243
627,8,s219,wf_type,0.0028147266388663817
629,8,s224,wf_type,-0.0007542893180693955
631,8,s240,wf_type,0.0009854306502021708
633,8,s254,wf_type,0.0003958934449840125
635,8,s261,wf_type,-0.0024245985570395053
637,8,s262,wf_type,-0.0021551024038494963
639,8,s263,wf_type,0.004538225608440571
641,8,s267,wf_type,0.0027211595003609544
643,8,s276,wf_type,-0.0008297536442114519
645,8,s278,wf_type,-0.0010260061539996122
647,8,s279,wf_type,0.00015076990692048346
649,8,s282,wf_type,-0.0006045700015965861
651,8,s283,wf_type,0.001867947960985179
653,8,s286,wf_type,0.00011792749632150101
655,8,s302,wf_type,-0.002156213725510605
657,8,s304,wf_type,0.0008091811225535737
659,8,s305,wf_type,-0.0030565816042274854
661,8,s306,wf_type,-0.0005511265626410034
663,8,s309,wf_type,-0.002650300543198524
665,8,s311,wf_type,-0.0003661689999171354
667,9,s009,wf_type,-0.0002332972195559999
669,9,s020,wf_type,-0.0002223808411043008
671,9,s175,wf_type,-0.0032520103175102152
673,9,s176,wf_type,-0.002763166827767586
675,9,s178,wf_type,0.0031680665248869995
677,9,s180,wf_type,0.0012003740850104812
679,9,s181,wf_type,-0.0003019270741376359
681,9,s182,wf_type,0.0005983547131070244
683,9,s183,wf_type,0.0014844955191242381
685,9,s189,wf_type,-0.0030987979602595827
687,9,s190,wf_type,0.001370547153918003
689,9,s198,wf_type,0.0011518701665206921
691,9,s207,wf_type,0.002087291837337294
693,9,s209,wf_type,0.001465381371649439
695,9,s210,wf_type,0.0012529817916705121
697,9,s212,wf_type,0.0005590632075502147
699,9,s217,wf_type,-0.00030289716768201627
701,9,s219,wf_type,-0.0015535158104116639
703,9,s224,wf_type,0.002414045088819032
705,9,s240,wf_type,0.0021140084817197246
707,9,s254,wf_type,-0.002840769940305277
709,9,s261,wf_type,-0.0017997192312927482
711,9,s262,wf_type,-0.0009569471153805744
713,9,s263,wf_type,0.001953878659306363
715,9,s267,wf_type,0.002915055499470324
717,9,s276,wf_type,-0.002116427087457851
719,9,s278,wf_type,0.0006185835931832203
721,9,s279,wf_type,-0.0010001569462474438
723,9,s282,wf_type,0.004077330501750113
725,9,s283,wf_type,-0.0017531193930617694
727,9,s286,wf_type,0.003720392002724111
729,9,s302,wf_type,0.0020391245098015163
731,9,s304,wf_type,0.0008482448978685748
733,9,s305,wf_type,0.0007141632073776322
735,9,s306,wf_type,-8.41151036183865e-05
737,9,s309,wf_type,-0.0024831972841639085
739,9,s311,wf_type,-0.001189432000028318
741,10,s009,wf_type,-0.0007035601835620258
743,10,s020,wf_type,-0.004223591588793299
745,10,s175,wf_type,-0.0031237166303981195
747,10,s176,wf_type,0.0013425543276333375
749,10,s178,wf_type,-0.0047927905292506675
751,10,s180,wf_type,-0.00112275573999341
753,10,s181,wf_type,-0.00335844703247103
755,10,s182,wf_type,0.00042431025011613685
757,10,s183,wf_type,0.002533477825137033
759,10,s189,wf_type,-0.0009030008925792749
761,10,s190,wf_type,0.0032583590385642045
763,10,s198,wf_type,0.0015205182118936315
765,10,s207,wf_type,0.004336812756765558
767,10,s209,wf_type,-0.0017196651965872766
769,10,s210,wf_type,0.0020841808327531886
771,10,s212,wf_type,0.0002636797169796693
773,10,s217,wf_type,-0.001131458484725852
775,10,s219,wf_type,-0.0020046532757718254
777,10,s224,wf_type,-0.0012841847107991724
779,10,s240,wf_type,0.00022721226010822895
781,10,s254,wf_type,-0.002140025134946479
783,10,s261,wf_type,0.00045801394214952095
785,10,s262,wf_type,0.002265100480766608
787,10,s263,wf_type,-0.001704208538640382
789,10,s267,wf_type,-0.001993744500505273
791,10,s276,wf_type,0.002000604165611248
793,10,s278,wf_type,0.0026605728249519288
795,10,s279,wf_type,-0.0010053481458237867
797,10,s282,wf_type,-0.0006774594972375792
799,10,s283,wf_type,0.001267216329899978
801,10,s286,wf_type,0.0004817420011386292
803,10,s302,wf_type,0.0009400348039354653
805,10,s304,wf_type,0.0014296729593241966
807,10,s305,wf_type,-0.0018840174533631027
809,10,s306,wf_type,0.0014936229166172168
811,10,s309,wf_type,0.0006545548897955339
813,10,s311,wf_type,0.0005904049999298886
815,11,s009,wf_type,-0.0009196986125230255
817,11,s020,wf_type,0.005530904205600472
819,11,s175,wf_type,-0.0003779232861991965
821,11,s176,wf_type,4.0913325322438655e-07
823,11,s178,wf_type,-0.0010442160101436478
825,11,s180,wf_type,0.0007193145649853267
827,11,s181,wf_type,0.003094200589606224
829,11,s182,wf_type,-0.0012315162017872137
831,11,s183,wf_type,0.0013124934972672084
833,11,s189,wf_type,-0.0018495404148333753
835,11,s190,wf_type,-0.0011843864081634422
837,11,s198,wf_type,-3.666514385258753e-05
839,11,s207,wf_type,-0.0022492846931397373
841,11,s209,wf_type,-6.192990130169584e-05
843,11,s210,wf_type,0.003458303047712738
845,11,s212,wf_type,8.43344339672226e-05
847,11,s217,wf_type,-0.0003411358481554226
849,11,s219,wf_type,-0.0016639424898635818
851,11,s224,wf_type,-0.002942973687445287
853,11,s240,wf_type,-0.00015108772325065725
855,11,s254,wf_type,0.0016127420790350985
857,11,s261,wf_type,-0.0009948985579495244
859,11,s262,wf_type,-0.005001386538465952
861,11,s263,wf_type,0.0016166908537298922
863,11,s267,wf_type,0.00012240599753567837
865,11,s276,wf_type,0.0038728369800082887
867,11,s278,wf_type,0.002744433848569407
869,11,s279,wf_type,-0.0005884518549363638
871,11,s282,wf_type,-0.0005944350082427258
873,11,s283,wf_type,-0.0017568193903496998
875,11,s286,wf_type,-0.004724719005171209
877,11,s302,wf_type,-0.0003116416666591032
879,11,s304,wf_type,-0.00019873520424732106
881,11,s305,wf_type,3.684386786706147e-05
883,11,s306,wf_type,-0.0010118614580581695
885,11,s309,wf_type,-0.002997118476069655
887,11,s311,wf_type,-0.00017106949999288107
889,12,s009,wf_type,0.0019635509266259362
891,12,s020,wf_type,-0.0007899294392428553
893,12,s175,wf_type,-0.007578864255113634
895,12,s176,wf_type,0.0018813947127245443
897,12,s178,wf_type,-0.0008145424645340086
899,12,s180,wf_type,0.0001966264849988869
901,12,s181,wf_type,0.0012064065280664729
903,12,s182,wf_type,0.004468547888384996
905,12,s183,wf_type,-0.0019236002622835906
907,12,s189,wf_type,0.00022458216122720652
909,12,s190,wf_type,0.003408709700495282
911,12,s198,wf_type,-0.0003681418710146802
913,12,s207,wf_type,0.00022645408171228818
915,12,s209,wf_type,-0.00010851911821530519
917,12,s210,wf_type,-0.0036225381518306715
919,12,s212,wf_type,0.0001028759433927683
921,12,s217,wf_type,-0.0004909599006597739
923,12,s219,wf_type,0.0003719118960563911
925,12,s224,wf_type,0.00022883791990472736
927,12,s240,wf_type,0.0019970325520262113
929,12,s254,wf_type,0.002408712567975286
931,12,s261,wf_type,0.002849764903378226
933,12,s262,wf_type,-0.0003412370192312278
935,12,s263,wf_type,0.0015179493901796833
937,12,s267,wf_type,-0.00036345150001579893
939,12,s276,wf_type,0.0017497104102706842
941,12,s278,wf_type,-0.0022992897384728392
943,12,s279,wf_type,-0.003780963424274148
945,12,s282,wf_type,-0.004962759001646189
947,12,s283,wf_type,-0.001131996937685325
949,12,s286,wf_type,0.002880124992225316
951,12,s302,wf_type,-0.001884375490224592
953,12,s304,wf_type,-4.6299489904600094e-05
955,12,s305,wf_type,-0.0024918358489368023
957,12,s306,wf_type,-0.0022065239581934306
959,12,s309,wf_type,0.0007029119587969053
961,12,s311,wf_type,0.0010678644999643433
963,13,s009,wf_type,0.0007033347231939562
965,13,s020,wf_type,-0.0005252060747943283
967,13,s175,wf_type,-0.0037908805156045364
969,13,s176,wf_type,-0.0044635240376989654
971,13,s178,wf_type,-0.003247419243975395
973,13,s180,wf_type,0.00028241961501407646
975,13,s181,wf_type,-7.502130674251118e-05
977,13,s182,wf_type,-0.0026413206970244837
979,13,s183,wf_type,-0.001789475928952192
981,13,s189,wf_type,-0.0012794826509220142
983,13,s190,wf_type,-0.003852606669102829
985,13,s198,wf_type,0.0002954334588678283
987,13,s207,wf_type,-0.0007008540821831883
989,13,s209,wf_type,4.098047593651824e-07
991,13,s210,wf_type,0.0006242982502347646
993,13,s212,wf_type,-0.0013886867924448546
995,13,s217,wf_type,0.002373280190370696
997,13,s219,wf_type,0.0026661424242235988
999,13,s224,wf_type,-0.0012479620724301418
1001,13,s240,wf_type,0.0009049561208570898
1003,13,s254,wf_type,0.001708014205332254
1005,13,s261,wf_type,0.0011179365378316474
1007,13,s262,wf_type,0.0010728649038447627
1009,13,s263,wf_type,0.00048464512461001514
1011,13,s267,wf_type,0.0006459624992567123
1013,13,s276,wf_type,-0.0010440546890701362
1015,13,s278,wf_type,-0.0025398938486782415
1017,13,s279,wf_type,-0.0014805842645863002
1019,13,s282,wf_type,0.0012381140014622385
1021,13,s283,wf_type,-0.0007724295933350774
1023,13,s286,wf_type,0.0028403154923580566
1025,13,s302,wf_type,0.005021329411747771
1027,13,s304,wf_type,0.00020399387766683103
1029,13,s305,wf_type,0.000483303301872131
1031,13,s306,wf_type,0.000383198438157706
1033,13,s309,wf_type,-0.0016121842421378703
1035,13,s311,wf_type,-0.0006011155000669523
1037,14,s009,wf_type,-0.0013660768529883127
1039,14,s020,wf_type,-0.0011911696261645349
1041,14,s175,wf_type,-0.005456208687595184
1043,14,s176,wf_type,-0.002268678363739476
1045,14,s178,wf_type,-0.0037460051620928007
1047,14,s180,wf_type,0.0019210486300107734
1049,14,s181,wf_type,0.0007947951894064609
1051,14,s182,wf_type,0.004042901137430081
1053,14,s183,wf_type,-0.004457252409836491
1055,14,s189,wf_type,0.0015070993246791774
1057,14,s190,wf_type,-0.0007779752098334312
1059,14,s198,wf_type,0.0018171786432503707
1061,14,s207,wf_type,0.0034222377550892744
1063,14,s209,wf_type,0.0007104696089620984
1065,14,s210,wf_type,0.0021640177934993247
1067,14,s212,wf_type,-0.0014113594339647225
1069,14,s217,wf_type,0.0004943099085962005
1071,14,s219,wf_type,0.0004476035785585353
1073,14,s224,wf_type,-7.580603222485833e-05
1075,14,s240,wf_type,-0.0003396948087819906
1077,14,s254,wf_type,0.0024497153038983473
1079,14,s261,wf_type,0.0004224730778682555
1081,14,s262,wf_type,-0.0036891677884610275
1083,14,s263,wf_type,0.0033193652435751027
1085,14,s267,wf_type,0.004314518001046964
1087,14,s276,wf_type,0.002625169790311098
1089,14,s278,wf_type,0.0008601128231160912
1091,14,s279,wf_type,-0.0005909888918890987
1093,14,s282,wf_type,-0.00024206949979998504
1095,14,s283,wf_type,-0.0013495418290626626
1097,14,s286,wf_type,0.0003965904982760571
1099,14,s302,wf_type,-0.0005466774509841333
1101,14,s304,wf_type,0.0008993346939173436
1103,14,s305,wf_type,0.0004557806606962394
1105,14,s306,wf_type,-0.0008239645829538249
1107,14,s309,wf_type,-0.001212362500550429
1109,14,s311,wf_type,0.0010009449998688072
1111,15,s009,wf_type,0.001517893059321472
1113,15,s020,wf_type,0.0053456350467152155
1115,15,s175,wf_type,-0.0024568101035432268
1117,15,s176,wf_type,0.004192077883859522
1119,15,s178,wf_type,0.0005788958703442177
1121,15,s180,wf_type,-0.0008403195500113705
1123,15,s181,wf_type,-0.0004158075720418839
1125,15,s182,wf_type,-0.0010653764187194832
1127,15,s183,wf_type,0.00502635037157452
1129,15,s189,wf_type,-0.0015491239906657698
1131,15,s190,wf_type,-0.0024107101748490492
1133,15,s198,wf_type,0.00033617121220299033
1135,15,s207,wf_type,0.002412328572007734
1137,15,s209,wf_type,0.0009920009806770472
1139,15,s210,wf_type,-0.004994320236922552
1141,15,s212,wf_type,0.0006827254716928906
1143,15,s217,wf_type,0.0008743981136676835
1145,15,s219,wf_type,0.00029441328714946527
1147,15,s224,wf_type,0.0007953668026394134
1149,15,s240,wf_type,-0.0018852032997803577
1151,15,s254,wf_type,-0.0014408989058797307
1153,15,s261,wf_type,0.0019561629809546626
1155,15,s262,wf_type,-0.002348708653849704
1157,15,s263,wf_type,0.0037120798788680804
1159,15,s267,wf_type,-0.0018010254995897395
1161,15,s276,wf_type,0.0011304697909508832
1163,15,s278,wf_type,0.0031564707688700694
1165,15,s279,wf_type,-0.001033624995249773
1167,15,s282,wf_type,0.007598832998191935
1169,15,s283,wf_type,0.0001233867393350433
1171,15,s286,wf_type,0.0018832245026715094
1173,15,s302,wf_type,-0.00047067549018506565
1175,15,s304,wf_type,0.0017809122448165838
1177,15,s305,wf_type,-0.0007180245281559548
1179,15,s306,wf_type,0.0020091322917323864
1181,15,s309,wf_type,-0.0019138967371596365
1183,15,s311,wf_type,-0.0011254334999830473
1185,16,s009,wf_type,-0.0014434333338781617
1187,16,s020,wf_type,-0.00014527663551718872
1189,16,s175,wf_type,0.00100029355735387
1191,16,s176,wf_type,-0.00010846346133173712
1193,16,s178,wf_type,0.002165353607278373
1195,16,s180,wf_type,-0.00019972638003309964
1197,16,s181,wf_type,0.0004915910553876826
1199,16,s182,wf_type,0.0014090570364211831
1201,16,s183,wf_type,0.00030506666667572965
1203,16,s189,wf_type,-0.0010590423118182516
1205,16,s190,wf_type,-0.0025525151868350813
1207,16,s198,wf_type,0.0007804659679230249
1209,16,s207,wf_type,-0.0005758709175635726
1211,16,s209,wf_type,0.0017453877457335337
1213,16,s210,wf_type,0.0004585056194628155
1215,16,s212,wf_type,-0.000631268867913228
1217,16,s217,wf_type,-0.0013955084899141671
1219,16,s219,wf_type,0.001334647765529724
1221,16,s224,wf_type,-0.0001482519767036262
1223,16,s240,wf_type,-0.0021431471730740553
1225,16,s254,wf_type,-0.004940774866832736
1227,16,s261,wf_type,-0.001274404327537363
1229,16,s262,wf_type,0.001425296153841445
1231,16,s263,wf_type,0.005118979877230098
1233,16,s267,wf_type,0.0010759040000266407
1235,16,s276,wf_type,-0.0020013557271643862
1237,16,s278,wf_type,-0.0007753512845971648
1239,16,s279,wf_type,-0.002997887502984936
1241,16,s282,wf_type,-0.001561328503303228
1243,16,s283,wf_type,0.0002133744859079641
