string,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,introduction.started,introduction.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_4.started,text_4.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate
kremp,0,0,0,21,,,,,18.7030821180088,None,38.2038100690115,42.2047574000026,"['k', 'r', 'e', 'm', 'p']","[0.7867752219899558, 0.9265715520014055, 1.0107761579856742, 1.224757710006088, 1.3447512399870902]",38.2038100690115,42.2047574000026,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
incan,0,1,1,16,,,,,,,44.1551625400025,48.1550430210191,"['i', 'n', 'c', 'a', 'n']","[0.6578731399786193, 0.7285341919923667, 0.8696501929953229, 0.9657334889925551, 1.0990439649904147]",44.1551625400025,48.1550430210191,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
crape,0,2,2,15,,,,,,,50.1377828090044,54.138527423027,"['c', 'r', 'a', 'p', 'e']","[0.6709710489958525, 0.8584750339796301, 0.9583787729789037, 1.1512921839894261, 1.2512015870015603]",50.1377828090044,54.138527423027,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
motel,0,3,3,9,,,,,,,56.1224887020071,60.1228991160169,"['m', 'o', 't', 'e', 'l']","[0.6289487369940616, 0.7320160910021514, 0.8609812689828686, 0.9570586939807981, 1.0649135099956766]",56.1224887020071,60.1228991160169,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
lumpo,0,4,4,18,,,,,,,62.1061209710024,66.1071738630126,"['l', 'u', 'm', 'p', 'o']","[0.6864583159913309, 0.8097802510019392, 1.0535414979967754, 1.2097173469956033, 1.3455765779945068]",62.1061209710024,66.1071738630126,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
zarsh,0,5,5,23,,,,,,,68.089762751013,72.0902337430161,"['z', 'a', 'r', 's', 'h']","[0.7798673240176868, 0.990841133025242, 1.0829357440234162, 1.394838737003738, 1.4906712220108602]",68.089762751013,72.0902337430161,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
reshy,0,6,6,19,,,,,,,74.0734567920154,78.0736020070035,"['r', 'e', 's', 'h', 'y']","[0.6533196340024006, 0.7155256239930168, 0.9066283179854508, 1.0263024139858317, 1.2164286339830142]",74.0734567920154,78.0736020070035,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
where,0,7,7,5,,,,,,,80.0574020910135,84.0578434780182,"['w', 'h', 'e', 'r', 'e']","[0.7187197190069128, 0.797512666991679, 0.8853497550007887, 0.9615264509920962, 1.0735605579975527]",80.0574020910135,84.0578434780182,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
wooer,0,8,8,13,,,,,,,86.0403219340078,90.0413268700067,"['w', 'o', 'o', 'e', 'r']","[0.6691265150147956, 0.7849419040139765, 0.9399842499988154, 1.0663094100018498, 1.1299540080071893]",86.0403219340078,90.0413268700067,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
loyal,0,9,9,6,,,,,,,92.0250994160015,96.0252436120063,"['l', 'o', 'y', 'a', 'l']","[0.6194043240102474, 0.8057790760067292, 1.1149617660266813, 1.3287534420087468, 1.4798365860187914]",92.0250994160015,96.0252436120063,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
wagon,0,10,10,7,,,,,,,98.0082703430089,102.008459097007,"['w', 'a', 'g', 'o', 'n']","[0.753859693009872, 0.8599186490173452, 1.0609701720240992, 1.1969003039994277, 1.2927248520136345]",98.0082703430089,102.008459097007,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
crawl,0,11,11,10,,,,,,,103.993453857023,107.992276685021,"['c', 'r', 'a', 'w', 'l']","[0.7023028249968775, 0.8915866790048312, 1.019548655982362, 1.1714854089950677, 1.4097071230062284]",103.993453857023,107.992276685021,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
wovet,0,12,12,22,,,,,,,109.99324590902,113.993285370001,"['w', 'o', 'v', 'e', 't']","[0.6894373419927433, 0.8214881109888665, 0.9255119129957166, 1.1056255080038682, 1.233470295992447]",109.99324590902,113.993285370001,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
there,0,13,13,0,,,,,,,115.976484813,119.975922231999,"['t', 'h', 'e', 'r', 'e']","[0.70177722198423, 0.8017478499969002, 0.8539406579802744, 0.9299012819828931, 1.0457459749886766]",115.976484813,119.975922231999,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
would,0,14,14,4,,,,,,,121.960552869015,125.959569311002,"['w', 'o', 'u', 'l', 'd']","[0.6473886420135386, 0.7902266340097412, 0.8781882090261206, 0.9823103620146867, 1.0942213060043287]",121.960552869015,125.959569311002,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
about,0,15,15,1,,,,,,,127.944732615026,131.960256153019,"['a', 'b', 'o', 'u', 't']","[0.8572450260107871, 1.0240472410223447, 1.2008779540192336, 1.272963247000007, 1.4228974470170215]",127.944732615026,131.960256153019,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
noire,0,16,16,17,,,,,,,133.944160150015,137.944602878008,"['n', 'o', 'i', 'r', 'e']","[0.6286076859978493, 0.804205666994676, 0.8641009500133805, 1.0491641190019436, 1.1532393369998317]",133.944160150015,137.944602878008,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
motor,0,17,17,11,,,,,,,139.928544648021,143.928658423014,"['m', 'o', 't', 'o', 'r']","[0.5663800729962531, 0.7101500909775496, 0.8144216259825043, 0.9061261939932592, 1.0283116479986347]",139.928544648021,143.928658423014,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
think,0,18,18,3,,,,,,,145.912320272007,149.912524702027,"['t', 'h', 'i', 'n', 'k']","[0.6493909909913782, 0.7250811419798993, 0.8170744389935862, 0.9732317279849667, 1.0450920049916022]",145.912320272007,149.912524702027,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
blong,0,19,19,20,,,,,,,151.895805485023,155.895860886027,"['b', 'l', 'o', 'n', 'g']","[0.6345129660039674, 0.7959508580097463, 0.9910794830066152, 1.0589676890231203, 1.1959118570084684]",151.895805485023,155.895860886027,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
yeses,0,20,20,14,,,,,,,157.87919303801,161.879948251008,"['y', 'e', 's', 'e', 's']","[0.9841716399823781, 1.0840568489802536, 1.3081053269852418, 1.5333991369989235, 1.6130646839737892]",157.87919303801,161.879948251008,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
right,0,21,21,2,,,,,,,163.862026575021,167.86345518101,"['r', 'i', 'g', 'h', 't']","[0.6705382469808683, 0.7974420870014001, 0.9013113630062435, 1.0173104089917615, 1.1012859279871918]",163.862026575021,167.86345518101,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
merry,0,22,22,8,,,,,,,169.846895298018,173.847421042999,"['m', 'e', 'r', 'r', 'y']","[0.646862842986593, 0.7820821169880219, 0.8540579619875643, 1.0380212019954342, 1.1750224399729632]",169.846895298018,173.847421042999,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
unhat,0,23,23,12,,,,,,,175.829905951017,179.830801719014,"['u', 'n', 'h', 'a', 't']","[0.633516136003891, 0.8513974020024762, 1.0474802250100765, 1.1825700130139012, 1.3023795619956218]",175.829905951017,179.830801719014,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
loyal,1,0,24,6,,,,,,,181.814559472026,185.814744219999,"['l', 'o', 'y', 'a', 'l']","[0.6205547629797366, 0.811504219978815, 0.968658878991846, 1.2002899879880715, 1.4394322169828229]",181.814559472026,185.814744219999,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
merry,1,1,25,8,,,,,,,187.798398116021,191.798347348027,"['m', 'e', 'r', 'r', 'y']","[0.5703001619840506, 0.7112316459824797, 0.7670646990009118, 0.9541964709933382, 1.086363847978646]",187.798398116021,191.798347348027,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
where,1,2,26,5,,,,,,,193.781898678018,197.782314798009,"['w', 'h', 'e', 'r', 'e']","[0.6133402309787925, 0.7132647849794012, 0.8093000939988997, 0.8814188589749392, 1.0011367719853297]",193.781898678018,197.782314798009,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
kremp,1,3,27,21,,,,,,,199.765022426,203.766279390024,"['k', 'r', 'e', 'm', 'p']","[0.7627215519896708, 0.9228324299911037, 1.0227392060041893, 1.1896847489988431, 1.313591615005862]",199.765022426,203.766279390024,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
motor,1,4,28,11,,,,,,,205.749209503003,209.749638671026,"['m', 'o', 't', 'o', 'r']","[0.5652922200097237, 0.6972153749957215, 0.8179452329932246, 0.9240674809843767, 1.0189769839926157]",205.749209503003,209.749638671026,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
about,1,5,29,1,,,,,,,211.733053052012,215.733546576026,"['a', 'b', 'o', 'u', 't']","[0.6378463320143055, 0.7700339870061725, 0.9369260079984087, 0.9847108090179972, 1.1366106870118529]",211.733053052012,215.733546576026,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
motel,1,6,30,9,,,,,,,217.716276447027,221.716770948027,"['m', 'o', 't', 'e', 'l']","[0.608351942995796, 0.7842857270152308, 0.8881335059995763, 1.0601883030030876, 1.1921873330138624]",217.716276447027,221.716770948027,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
think,1,7,31,3,,,,,,,223.700592943002,227.700959677022,"['t', 'h', 'i', 'n', 'k']","[0.6084735229960643, 0.708472933009034, 0.8123064459941816, 0.9682953539886512, 1.0484722510154825]",223.700592943002,227.700959677022,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
would,1,8,32,4,,,,,,,229.683645074023,233.684821464005,"['w', 'o', 'u', 'l', 'd']","[0.6078811409824993, 0.7239974089898169, 0.7959812549815979, 0.9079913719906472, 1.021960907994071]",229.683645074023,233.684821464005,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
lumpo,1,9,33,18,,,,,,,235.667942579021,239.683618819021,"['l', 'u', 'm', 'p', 'o']","[0.5681356950080954, 0.688228834012989, 0.9192363579932135, 1.0873252880119253, 1.1590356999950018]",235.667942579021,239.683618819021,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
right,1,10,34,2,,,,,,,241.652170189016,245.652469771012,"['r', 'i', 'g', 'h', 't']","[0.5834402500186116, 0.7245953050151002, 0.8245902900234796, 0.9446105920069385, 1.0284627820074093]",241.652170189016,245.652469771012,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
crape,1,11,35,15,,,,,,,247.636145393015,251.636078135023,"['c', 'r', 'a', 'p', 'e']","[0.6271717920026276, 0.8601931009907275, 0.9670049189880956, 1.1411723920027725, 1.2411537019943353]",247.636145393015,251.636078135023,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
blong,1,12,36,20,,,,,,,253.619305300002,257.619914195006,"['b', 'l', 'o', 'n', 'g']","[0.6124460799910594, 0.7954935989982914, 0.9725757889973465, 1.03296228198451, 1.1566318209806923]",253.619305300002,257.619914195006,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
zarsh,1,13,37,23,,,,,,,259.603311382001,263.603467726003,"['z', 'a', 'r', 's', 'h']","[0.7127950429858174, 0.9284874629811384, 1.0084559209935833, 1.2734326089848764, 1.3974089690018445]",259.603311382001,263.603467726003,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
unhat,1,14,38,12,,,,,,,265.586588484002,269.587085064006,"['u', 'n', 'h', 'a', 't']","[0.6166631059895735, 0.8498503640003037, 1.0345268939854577, 1.1377788149984553, 1.2257400149828754]",265.586588484002,269.587085064006,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
there,1,15,39,0,,,,,,,271.569685870025,275.570343287021,"['t', 'h', 'r', 'e', 'r', 'e']","[0.62927193599171, 0.7292614500038326, 0.8383009860117454, 0.8823658430192154, 1.0223287960106973, 1.106102390011074]",271.569685870025,275.570343287021,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
wagon,1,16,40,7,,,,,,,277.554612337,281.554746701004,"['w', 'a', 'g', 'o', 'n']","[0.548963275999995, 0.6728761799749918, 0.7969093209831044, 0.9529741209989879, 1.0529337019834202]",277.554612337,281.554746701004,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
crawl,1,17,41,10,,,,,,,283.538362539024,287.538127843,"['c', 'r', 'a', 'w', 'l']","[0.5947288160095923, 0.7987446199986152, 0.8985592419921886, 1.0065325070172548, 1.2355618409928866]",283.538362539024,287.538127843,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
noire,1,18,42,17,,,,,,,289.521824407013,293.522394001018,"['n', 'o', 'i', 'r', 'e']","[0.6150042389926966, 0.7955866849806625, 0.855582644988317, 1.0159100469900295, 1.119839011982549]",289.521824407013,293.522394001018,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
yeses,1,19,43,14,,,,,,,295.520811427006,299.522595691,"['y', 'e', 's', 'e', 's']","[0.9413869039854035, 1.1893678499909583, 1.4123545579786878, 1.5982780949852895, 1.7273304569825996]",295.520811427006,299.522595691,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
incan,1,20,44,16,,,,,,,301.506197477021,305.506068132003,"['i', 'n', 'c', 'a', 'n']","[0.6545807259972207, 0.7306194769917056, 0.8585730659833644, 0.9785743129905313, 1.0706035799812526]",301.506197477021,305.506068132003,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
wovet,1,21,45,22,,,,,,,307.490171238023,311.490244439017,"['w', 'o', 'v', 'e', 't']","[0.7921763399790507, 0.9251578399853315, 1.0986256999894977, 1.2721108319819905, 1.3800787759828381]",307.490171238023,311.490244439017,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
wooer,1,22,46,13,,,,,,,313.473781850014,317.473868084024,"['w', 'o', 'o', 'e', 'r']","[0.5941406339989044, 0.7060516040073708, 0.8679032539948821, 0.9470714739873074, 1.0071149180002976]",313.473781850014,317.473868084024,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
reshy,1,23,47,19,,,,,,,319.456955353002,323.457485176012,"['r', 'e', 's', 'h', 'y']","[0.6614982740138657, 0.7534612630261108, 0.8734870600164868, 1.0013575470075011, 1.1815009910205845]",319.456955353002,323.457485176012,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
wagon,2,0,48,7,,,,,,,325.441826562019,329.441319087025,"['w', 'a', 'g', 'o', 'n']","[0.561236363981152, 0.6730253339919727, 0.7852845289744437, 0.9372985169757158, 1.0171314920007717]",325.441826562019,329.441319087025,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
crape,2,1,49,15,,,,,,,331.424365528015,335.424921887025,"['c', 'r', 'a', 'p', 'e']","[0.5833448589837644, 0.7890518899948802, 0.8770218499994371, 1.103336539992597, 1.2551969289779663]",331.424365528015,335.424921887025,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
right,2,2,50,2,,,,,,,337.408757971018,341.408882257005,"['r', 'i', 'g', 'h', 't']","[0.5645980520057492, 0.7123990140098613, 0.7924316069984343, 0.9063531899882946, 0.9824937070079613]",337.408757971018,341.408882257005,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
there,2,3,51,0,,,,,,,343.392158770002,347.392483139003,"['t', 'h', 'e', 'r', 'e']","[0.5556214689859189, 0.6674331079993863, 0.7514555569796357, 0.7997066559910309, 0.9317405649926513]",343.392158770002,347.392483139003,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
yeses,2,4,52,14,,,,,,,349.37614006002,353.376218888006,"['y', 'e', 's', 'e', 's']","[0.8441534439916722, 0.9641723279783037, 1.0840130689903162, 1.300203168997541, 1.4322115859831683]",349.37614006002,353.376218888006,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
would,2,5,53,4,,,,,,,355.359329029015,359.359948618017,"['w', 'o', 'u', 'l', 'd']","[0.6294547189900186, 0.767365289008012, 0.8354264019872062, 0.9435576619871426, 1.023551869991934]",355.359329029015,359.359948618017,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
wovet,2,6,54,22,,,,,,,361.343224081007,365.343328937015,"['w', 'o', 'v', 'e', 't']","[0.5741389649920166, 0.6902561809984036, 0.786204303993145, 0.9522066159988753, 1.0402312579972204]",361.343224081007,365.343328937015,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
loyal,2,7,55,6,,,,,,,367.327284294006,371.327678029018,"['l', 'o', 'y', 'a', 'l']","[0.551620696001919, 0.7447453490167391, 0.8368025920062792, 1.0698397500091232, 1.2185415090061724]",367.327284294006,371.327678029018,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
incan,2,8,56,16,,,,,,,373.310840808001,377.311269063008,"['i', 'n', 'c', 'a', 'n']","[0.5649331180029549, 0.6341267419920769, 0.7527469939959701, 0.856771512015257, 0.9727592690032907]",373.310840808001,377.311269063008,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
where,2,9,57,5,,,,,,,379.310170700017,383.310253366013,"['w', 'h', 'e', 'r', 'e']","[0.5448114390019327, 0.650305893010227, 0.7208022740087472, 0.7688760140154045, 0.8808518830046523]",379.310170700017,383.310253366013,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
merry,2,10,58,8,,,,,,,385.295111814019,389.294239381008,"['m', 'e', 'r', 'r', 'y']","[0.5977458540000953, 0.7136804109904915, 0.7816747839970049, 0.9844411730009597, 1.086573453998426]",385.295111814019,389.294239381008,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
lumpo,2,11,59,18,,,,,,,391.278598073026,395.27913319401,"['l', 'u', 'j', 'o']","[0.5806613299937453, 0.6956934930058196, 0.8975822409847751, 1.4606891569856089]",391.278598073026,395.27913319401,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
zarsh,2,12,60,23,,,,,,,397.263007048023,401.262878769019,"['z', 'a', 'r', 's', 'h']","[0.6699500230024569, 0.8859235359996092, 0.9660075349966064, 1.1558265509956982, 1.2867599159944803]",397.263007048023,401.262878769019,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
crawl,2,13,61,10,,,,,,,403.246540029009,407.246950516012,"['c', 'r', 'a', 'w', 'l']","[0.6416985540126916, 0.85790194402216, 0.9668362090014853, 1.0787534590053838, 1.2958024220133666]",403.246540029009,407.246950516012,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
wooer,2,14,62,13,,,,,,,409.245537219016,413.247042840027,"['w', 'o', 'o', 'e', 'r']","[0.6115049860090949, 0.7414323569973931, 0.9055748250102624, 0.9984352460014634, 1.0624401370005216]",409.245537219016,413.247042840027,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
unhat,2,15,63,12,,,,,,,415.230414678023,419.231084499013,"['u', 'n', 'h', 'a', 't']","[0.6431859179865569, 0.8609461809974164, 1.101124885986792, 1.233246544987196, 1.3289374540036079]",415.230414678023,419.231084499013,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
about,2,16,64,1,,,,,,,421.230230168003,425.231036464014,"['a', 'b', 'o', 'u', 't']","[0.6319921660178807, 0.7628216680022888, 0.9339231280027889, 1.005896393005969, 1.1178294230194297]",421.230230168003,425.231036464014,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
reshy,2,17,65,19,,,,,,,427.214493295003,431.214890721021,"['r', 'e', 's', 'h', 'y']","[0.5572499700065237, 0.6493055979954079, 0.7850699730042834, 0.9130496459838469, 1.0790311410091817]",427.214493295003,431.214890721021,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
think,2,18,66,3,,,,,,,433.198282732017,437.198755863006,"['t', 'h', 'i', 'n', 'k']","[0.6918575780000538, 0.7678574640012812, 0.8718811970029492, 1.0348296200099867, 1.090990922995843]",433.198282732017,437.198755863006,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
blong,2,19,67,20,,,,,,,439.18129195401,443.182268260018,"['b', 'l', 'o', 'n', 'g']","[0.6555224810144864, 0.8303932510025334, 1.011338901007548, 1.0716542640002444, 1.2405242279928643]",439.18129195401,443.182268260018,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
kremp,2,20,68,21,,,,,,,445.166816021025,449.166079874005,"['k', 'r', 'e', 'm', 'p']","[0.6368023860268295, 0.802750697999727, 0.8984628900070675, 1.0527046839997638, 1.2245783210091759]",445.166816021025,449.166079874005,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
motel,2,21,69,9,,,,,,,451.149951523024,455.149603753001,"['m', 'o', 't', 'e', 'l']","[0.5400571780046448, 0.6718875340011436, 0.7681322069838643, 0.8991645039932337, 1.0109788969857618]",451.149951523024,455.149603753001,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
noire,2,22,70,17,,,,,,,457.133359400003,461.133707579022,"['n', 'o', 'i', 'r', 'e']","[0.5782466880045831, 0.7363072510052007, 0.7960582590021659, 0.928199260000838, 1.0001349569938611]",457.133359400003,461.133707579022,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
motor,2,23,71,11,,,,,,,463.132576438016,467.133892502025,"['m', 'o', 't', 'o', 'r']","[0.5275798749935348, 0.6837846429843921, 0.7974007799930405, 0.8894775479857344, 0.9895010249747429]",463.132576438016,467.133892502025,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
loyal,3,0,72,6,,,,,,,469.117306655011,473.118172061018,"['l', 'o', 'y', 'a', 'l']","[0.5603241409990005, 0.7673715240089223, 0.8642425019934308, 1.0714617600024212, 1.2113456660008524]",469.117306655011,473.118172061018,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
right,3,1,73,2,,,,,,,475.101513400004,479.101777285017,"['r', 'i', 'g', 'h', 't']","[0.5368028600059915, 0.6659350770059973, 0.7665139889868442, 0.8757363109907601, 0.9577351709885988]",475.101513400004,479.101777285017,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
blong,3,2,74,20,,,,,,,481.08500309402,485.084895243024,"['b', 'l', 'o', 'n', 'g']","[0.5558415240084287, 0.7406746009946801, 0.9268162320076954, 0.9788143259938806, 1.1158742530096788]",481.08500309402,485.084895243024,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
merry,3,3,75,8,,,,,,,487.068861198,491.068874252,"['m', 'e', 'r', 'r', 'y']","[0.5704404200077988, 0.7065515610156581, 0.7866175800154451, 0.9565451710077468, 1.0646950869995635]",487.068861198,491.068874252,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
where,3,4,76,5,,,,,,,493.052147709008,497.05287404501,"['w', 'h', 'e', 'r', 'e']","[0.5587963560246862, 0.6626156569982413, 0.7466249630087987, 0.798863069008803, 0.9200320110248867]",493.052147709008,497.05287404501,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
yeses,3,5,77,14,,,,,,,499.036072040006,503.036883737019,"['y', 'e', 's', 'e', 's']","[0.8614226680074353, 1.0875293709977996, 1.2923888840014115, 1.3682801309914794, 1.519308054994326]",499.036072040006,503.036883737019,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
unhat,3,6,78,12,,,,,,,505.020114399027,509.036425811006,"['u', 'n', 'h', 'a', 't']","[0.6579602819983847, 0.8849256640241947, 1.0689219250052702, 1.1708540880063083, 1.246869251015596]",505.020114399027,509.036425811006,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
think,3,7,79,3,,,,,,,511.003634045017,515.004192011023,"['t', 'h', 'i', 'n', 'k']","[0.5831942429940682, 0.6750575639889576, 0.7670506300055422, 0.9310024600126781, 1.0030977290007286]",511.003634045017,515.004192011023,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
motel,3,8,80,9,,,,,,,516.986921611009,520.987758713018,"['m', 'o', 't', 'e', 'l']","[0.5591292009921744, 0.7191947800165508, 0.8312657600035891, 0.9433144369977526, 1.056295868998859]",516.986921611009,520.987758713018,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
motor,3,9,81,11,,,,,,,522.971044353006,526.971350259002,"['m', 'o', 't', 'o', 'r']","[0.5387104639958125, 0.6906613540195394, 0.8126388660166413, 0.9087559769977815, 1.0126238939992618]",522.971044353006,526.971350259002,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
incan,3,10,82,16,,,,,,,528.971648706007,532.971048072999,"['i', 'n', 'c', 'a', 'n']","[0.5619025889900513, 0.6455769059830345, 0.7777366369846277, 0.8817275099863764, 1.0022432669939008]",528.971648706007,532.971048072999,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
lumpo,3,11,83,18,,,,,,,534.938624501025,538.938744948013,"['l', 'u', 'm', 'p', 'o']","[0.5535013200133108, 0.6933425670140423, 0.9291944080032408, 1.1172626260085963, 1.185197340004379]",534.938624501025,538.938744948013,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
